"year","creditorEntity","debtorCountry","series","data"
1990,"001","AFG","DT.DOD.OFFT.CD",NA
1991,"001","AFG","DT.DOD.OFFT.CD",NA
1992,"001","AFG","DT.DOD.OFFT.CD",NA
1993,"001","AFG","DT.DOD.OFFT.CD",NA
1994,"001","AFG","DT.DOD.OFFT.CD",NA
1995,"001","AFG","DT.DOD.OFFT.CD",NA
1996,"001","AFG","DT.DOD.OFFT.CD",NA
1997,"001","AFG","DT.DOD.OFFT.CD",NA
1998,"001","AFG","DT.DOD.OFFT.CD",NA
1999,"001","AFG","DT.DOD.OFFT.CD",NA
2000,"001","AFG","DT.DOD.OFFT.CD",NA
2001,"001","AFG","DT.DOD.OFFT.CD",NA
2002,"001","AFG","DT.DOD.OFFT.CD",NA
2003,"001","AFG","DT.DOD.OFFT.CD",NA
2004,"001","AFG","DT.DOD.OFFT.CD",NA
2005,"001","AFG","DT.DOD.OFFT.CD",NA
2006,"001","AFG","DT.DOD.OFFT.CD",NA
2007,"001","AFG","DT.DOD.OFFT.CD",NA
2008,"001","AFG","DT.DOD.OFFT.CD",NA
2009,"001","AFG","DT.DOD.OFFT.CD",NA
2010,"001","AFG","DT.DOD.OFFT.CD",NA
2011,"001","AFG","DT.DOD.OFFT.CD",NA
2012,"001","AFG","DT.DOD.OFFT.CD",NA
2013,"001","AFG","DT.DOD.OFFT.CD",NA
2014,"001","AFG","DT.DOD.OFFT.CD",NA
2015,"001","AFG","DT.DOD.OFFT.CD",NA
2016,"001","AFG","DT.DOD.OFFT.CD",NA
2017,"001","AFG","DT.DOD.OFFT.CD",NA
2018,"001","AFG","DT.DOD.OFFT.CD",NA
2019,"001","AFG","DT.DOD.OFFT.CD",NA
2020,"001","AFG","DT.DOD.OFFT.CD",NA
2021,"001","AFG","DT.DOD.OFFT.CD",NA
2022,"001","AFG","DT.DOD.OFFT.CD",NA
2023,"001","AFG","DT.DOD.OFFT.CD",NA
1990,"002","AFG","DT.DOD.OFFT.CD",NA
1991,"002","AFG","DT.DOD.OFFT.CD",NA
1992,"002","AFG","DT.DOD.OFFT.CD",NA
1993,"002","AFG","DT.DOD.OFFT.CD",NA
1994,"002","AFG","DT.DOD.OFFT.CD",NA
1995,"002","AFG","DT.DOD.OFFT.CD",NA
1996,"002","AFG","DT.DOD.OFFT.CD",NA
1997,"002","AFG","DT.DOD.OFFT.CD",NA
1998,"002","AFG","DT.DOD.OFFT.CD",NA
1999,"002","AFG","DT.DOD.OFFT.CD",NA
2000,"002","AFG","DT.DOD.OFFT.CD",NA
2001,"002","AFG","DT.DOD.OFFT.CD",NA
2002,"002","AFG","DT.DOD.OFFT.CD",NA
2003,"002","AFG","DT.DOD.OFFT.CD",NA
2004,"002","AFG","DT.DOD.OFFT.CD",NA
2005,"002","AFG","DT.DOD.OFFT.CD",NA
2006,"002","AFG","DT.DOD.OFFT.CD",NA
2007,"002","AFG","DT.DOD.OFFT.CD",NA
2008,"002","AFG","DT.DOD.OFFT.CD",NA
2009,"002","AFG","DT.DOD.OFFT.CD",NA
2010,"002","AFG","DT.DOD.OFFT.CD",NA
2011,"002","AFG","DT.DOD.OFFT.CD",NA
2012,"002","AFG","DT.DOD.OFFT.CD",NA
2013,"002","AFG","DT.DOD.OFFT.CD",NA
2014,"002","AFG","DT.DOD.OFFT.CD",NA
2015,"002","AFG","DT.DOD.OFFT.CD",NA
2016,"002","AFG","DT.DOD.OFFT.CD",NA
2017,"002","AFG","DT.DOD.OFFT.CD",NA
2018,"002","AFG","DT.DOD.OFFT.CD",NA
2019,"002","AFG","DT.DOD.OFFT.CD",NA
2020,"002","AFG","DT.DOD.OFFT.CD",NA
2021,"002","AFG","DT.DOD.OFFT.CD",NA
2022,"002","AFG","DT.DOD.OFFT.CD",NA
2023,"002","AFG","DT.DOD.OFFT.CD",NA
1990,"003","AFG","DT.DOD.OFFT.CD",NA
1991,"003","AFG","DT.DOD.OFFT.CD",NA
1992,"003","AFG","DT.DOD.OFFT.CD",NA
1993,"003","AFG","DT.DOD.OFFT.CD",NA
1994,"003","AFG","DT.DOD.OFFT.CD",NA
1995,"003","AFG","DT.DOD.OFFT.CD",NA
1996,"003","AFG","DT.DOD.OFFT.CD",NA
1997,"003","AFG","DT.DOD.OFFT.CD",NA
1998,"003","AFG","DT.DOD.OFFT.CD",NA
1999,"003","AFG","DT.DOD.OFFT.CD",NA
2000,"003","AFG","DT.DOD.OFFT.CD",NA
2001,"003","AFG","DT.DOD.OFFT.CD",NA
2002,"003","AFG","DT.DOD.OFFT.CD",NA
2003,"003","AFG","DT.DOD.OFFT.CD",NA
2004,"003","AFG","DT.DOD.OFFT.CD",NA
2005,"003","AFG","DT.DOD.OFFT.CD",NA
2006,"003","AFG","DT.DOD.OFFT.CD",NA
2007,"003","AFG","DT.DOD.OFFT.CD",NA
2008,"003","AFG","DT.DOD.OFFT.CD",NA
2009,"003","AFG","DT.DOD.OFFT.CD",NA
2010,"003","AFG","DT.DOD.OFFT.CD",NA
2011,"003","AFG","DT.DOD.OFFT.CD",NA
2012,"003","AFG","DT.DOD.OFFT.CD",NA
2013,"003","AFG","DT.DOD.OFFT.CD",NA
2014,"003","AFG","DT.DOD.OFFT.CD",NA
2015,"003","AFG","DT.DOD.OFFT.CD",NA
2016,"003","AFG","DT.DOD.OFFT.CD",NA
2017,"003","AFG","DT.DOD.OFFT.CD",NA
2018,"003","AFG","DT.DOD.OFFT.CD",NA
2019,"003","AFG","DT.DOD.OFFT.CD",NA
2020,"003","AFG","DT.DOD.OFFT.CD",NA
2021,"003","AFG","DT.DOD.OFFT.CD",NA
2022,"003","AFG","DT.DOD.OFFT.CD",NA
2023,"003","AFG","DT.DOD.OFFT.CD",NA
1990,"004","AFG","DT.DOD.OFFT.CD",NA
1991,"004","AFG","DT.DOD.OFFT.CD",NA
1992,"004","AFG","DT.DOD.OFFT.CD",NA
1993,"004","AFG","DT.DOD.OFFT.CD",NA
1994,"004","AFG","DT.DOD.OFFT.CD",NA
1995,"004","AFG","DT.DOD.OFFT.CD",NA
1996,"004","AFG","DT.DOD.OFFT.CD",NA
1997,"004","AFG","DT.DOD.OFFT.CD",NA
1998,"004","AFG","DT.DOD.OFFT.CD",NA
1999,"004","AFG","DT.DOD.OFFT.CD",NA
2000,"004","AFG","DT.DOD.OFFT.CD",NA
2001,"004","AFG","DT.DOD.OFFT.CD",NA
2002,"004","AFG","DT.DOD.OFFT.CD",NA
2003,"004","AFG","DT.DOD.OFFT.CD",NA
2004,"004","AFG","DT.DOD.OFFT.CD",NA
2005,"004","AFG","DT.DOD.OFFT.CD",NA
2006,"004","AFG","DT.DOD.OFFT.CD",NA
2007,"004","AFG","DT.DOD.OFFT.CD",NA
2008,"004","AFG","DT.DOD.OFFT.CD",NA
2009,"004","AFG","DT.DOD.OFFT.CD",NA
2010,"004","AFG","DT.DOD.OFFT.CD",NA
2011,"004","AFG","DT.DOD.OFFT.CD",NA
2012,"004","AFG","DT.DOD.OFFT.CD",NA
2013,"004","AFG","DT.DOD.OFFT.CD",NA
2014,"004","AFG","DT.DOD.OFFT.CD",NA
2015,"004","AFG","DT.DOD.OFFT.CD",NA
2016,"004","AFG","DT.DOD.OFFT.CD",NA
2017,"004","AFG","DT.DOD.OFFT.CD",NA
2018,"004","AFG","DT.DOD.OFFT.CD",NA
2019,"004","AFG","DT.DOD.OFFT.CD",NA
2020,"004","AFG","DT.DOD.OFFT.CD",NA
2021,"004","AFG","DT.DOD.OFFT.CD",NA
2022,"004","AFG","DT.DOD.OFFT.CD",NA
2023,"004","AFG","DT.DOD.OFFT.CD",NA
1990,"005","AFG","DT.DOD.OFFT.CD",NA
1991,"005","AFG","DT.DOD.OFFT.CD",NA
1992,"005","AFG","DT.DOD.OFFT.CD",NA
1993,"005","AFG","DT.DOD.OFFT.CD",NA
1994,"005","AFG","DT.DOD.OFFT.CD",NA
1995,"005","AFG","DT.DOD.OFFT.CD",NA
1996,"005","AFG","DT.DOD.OFFT.CD",NA
1997,"005","AFG","DT.DOD.OFFT.CD",NA
1998,"005","AFG","DT.DOD.OFFT.CD",NA
1999,"005","AFG","DT.DOD.OFFT.CD",NA
2000,"005","AFG","DT.DOD.OFFT.CD",NA
2001,"005","AFG","DT.DOD.OFFT.CD",NA
2002,"005","AFG","DT.DOD.OFFT.CD",NA
2003,"005","AFG","DT.DOD.OFFT.CD",NA
2004,"005","AFG","DT.DOD.OFFT.CD",NA
2005,"005","AFG","DT.DOD.OFFT.CD",NA
2006,"005","AFG","DT.DOD.OFFT.CD",NA
2007,"005","AFG","DT.DOD.OFFT.CD",15627000
2008,"005","AFG","DT.DOD.OFFT.CD",16392000
2009,"005","AFG","DT.DOD.OFFT.CD",17163235
2010,"005","AFG","DT.DOD.OFFT.CD",0
2011,"005","AFG","DT.DOD.OFFT.CD",NA
2012,"005","AFG","DT.DOD.OFFT.CD",NA
2013,"005","AFG","DT.DOD.OFFT.CD",NA
2014,"005","AFG","DT.DOD.OFFT.CD",NA
2015,"005","AFG","DT.DOD.OFFT.CD",NA
2016,"005","AFG","DT.DOD.OFFT.CD",NA
2017,"005","AFG","DT.DOD.OFFT.CD",NA
2018,"005","AFG","DT.DOD.OFFT.CD",NA
2019,"005","AFG","DT.DOD.OFFT.CD",NA
2020,"005","AFG","DT.DOD.OFFT.CD",NA
2021,"005","AFG","DT.DOD.OFFT.CD",NA
2022,"005","AFG","DT.DOD.OFFT.CD",NA
2023,"005","AFG","DT.DOD.OFFT.CD",NA
1990,"006","AFG","DT.DOD.OFFT.CD",NA
1991,"006","AFG","DT.DOD.OFFT.CD",NA
1992,"006","AFG","DT.DOD.OFFT.CD",NA
1993,"006","AFG","DT.DOD.OFFT.CD",NA
1994,"006","AFG","DT.DOD.OFFT.CD",NA
1995,"006","AFG","DT.DOD.OFFT.CD",NA
1996,"006","AFG","DT.DOD.OFFT.CD",NA
1997,"006","AFG","DT.DOD.OFFT.CD",NA
1998,"006","AFG","DT.DOD.OFFT.CD",NA
1999,"006","AFG","DT.DOD.OFFT.CD",NA
2000,"006","AFG","DT.DOD.OFFT.CD",NA
2001,"006","AFG","DT.DOD.OFFT.CD",NA
2002,"006","AFG","DT.DOD.OFFT.CD",NA
2003,"006","AFG","DT.DOD.OFFT.CD",NA
2004,"006","AFG","DT.DOD.OFFT.CD",NA
2005,"006","AFG","DT.DOD.OFFT.CD",NA
2006,"006","AFG","DT.DOD.OFFT.CD",NA
2007,"006","AFG","DT.DOD.OFFT.CD",NA
2008,"006","AFG","DT.DOD.OFFT.CD",NA
2009,"006","AFG","DT.DOD.OFFT.CD",NA
2010,"006","AFG","DT.DOD.OFFT.CD",NA
2011,"006","AFG","DT.DOD.OFFT.CD",NA
2012,"006","AFG","DT.DOD.OFFT.CD",NA
2013,"006","AFG","DT.DOD.OFFT.CD",NA
2014,"006","AFG","DT.DOD.OFFT.CD",0
2015,"006","AFG","DT.DOD.OFFT.CD",0
2016,"006","AFG","DT.DOD.OFFT.CD",1370330
2017,"006","AFG","DT.DOD.OFFT.CD",1559090
2018,"006","AFG","DT.DOD.OFFT.CD",1488500
2019,"006","AFG","DT.DOD.OFFT.CD",23928420
2020,"006","AFG","DT.DOD.OFFT.CD",26137230
2021,"006","AFG","DT.DOD.OFFT.CD",24124380
2022,"006","AFG","DT.DOD.OFFT.CD",22718580
2023,"006","AFG","DT.DOD.OFFT.CD",23536500
1990,"007","AFG","DT.DOD.OFFT.CD",NA
1991,"007","AFG","DT.DOD.OFFT.CD",NA
1992,"007","AFG","DT.DOD.OFFT.CD",NA
1993,"007","AFG","DT.DOD.OFFT.CD",NA
1994,"007","AFG","DT.DOD.OFFT.CD",NA
1995,"007","AFG","DT.DOD.OFFT.CD",NA
1996,"007","AFG","DT.DOD.OFFT.CD",NA
1997,"007","AFG","DT.DOD.OFFT.CD",NA
1998,"007","AFG","DT.DOD.OFFT.CD",NA
1999,"007","AFG","DT.DOD.OFFT.CD",NA
2000,"007","AFG","DT.DOD.OFFT.CD",NA
2001,"007","AFG","DT.DOD.OFFT.CD",NA
2002,"007","AFG","DT.DOD.OFFT.CD",NA
2003,"007","AFG","DT.DOD.OFFT.CD",NA
2004,"007","AFG","DT.DOD.OFFT.CD",NA
2005,"007","AFG","DT.DOD.OFFT.CD",NA
2006,"007","AFG","DT.DOD.OFFT.CD",NA
2007,"007","AFG","DT.DOD.OFFT.CD",NA
2008,"007","AFG","DT.DOD.OFFT.CD",NA
2009,"007","AFG","DT.DOD.OFFT.CD",NA
2010,"007","AFG","DT.DOD.OFFT.CD",NA
2011,"007","AFG","DT.DOD.OFFT.CD",NA
2012,"007","AFG","DT.DOD.OFFT.CD",NA
2013,"007","AFG","DT.DOD.OFFT.CD",NA
2014,"007","AFG","DT.DOD.OFFT.CD",NA
2015,"007","AFG","DT.DOD.OFFT.CD",NA
2016,"007","AFG","DT.DOD.OFFT.CD",NA
2017,"007","AFG","DT.DOD.OFFT.CD",NA
2018,"007","AFG","DT.DOD.OFFT.CD",NA
2019,"007","AFG","DT.DOD.OFFT.CD",NA
2020,"007","AFG","DT.DOD.OFFT.CD",NA
2021,"007","AFG","DT.DOD.OFFT.CD",NA
2022,"007","AFG","DT.DOD.OFFT.CD",NA
2023,"007","AFG","DT.DOD.OFFT.CD",NA
1990,"008","AFG","DT.DOD.OFFT.CD",NA
1991,"008","AFG","DT.DOD.OFFT.CD",NA
1992,"008","AFG","DT.DOD.OFFT.CD",NA
1993,"008","AFG","DT.DOD.OFFT.CD",NA
1994,"008","AFG","DT.DOD.OFFT.CD",NA
1995,"008","AFG","DT.DOD.OFFT.CD",NA
1996,"008","AFG","DT.DOD.OFFT.CD",NA
1997,"008","AFG","DT.DOD.OFFT.CD",NA
1998,"008","AFG","DT.DOD.OFFT.CD",NA
1999,"008","AFG","DT.DOD.OFFT.CD",NA
2000,"008","AFG","DT.DOD.OFFT.CD",NA
2001,"008","AFG","DT.DOD.OFFT.CD",NA
2002,"008","AFG","DT.DOD.OFFT.CD",NA
2003,"008","AFG","DT.DOD.OFFT.CD",NA
2004,"008","AFG","DT.DOD.OFFT.CD",NA
2005,"008","AFG","DT.DOD.OFFT.CD",NA
2006,"008","AFG","DT.DOD.OFFT.CD",NA
2007,"008","AFG","DT.DOD.OFFT.CD",NA
2008,"008","AFG","DT.DOD.OFFT.CD",NA
2009,"008","AFG","DT.DOD.OFFT.CD",NA
2010,"008","AFG","DT.DOD.OFFT.CD",NA
2011,"008","AFG","DT.DOD.OFFT.CD",NA
2012,"008","AFG","DT.DOD.OFFT.CD",NA
2013,"008","AFG","DT.DOD.OFFT.CD",NA
2014,"008","AFG","DT.DOD.OFFT.CD",NA
2015,"008","AFG","DT.DOD.OFFT.CD",NA
2016,"008","AFG","DT.DOD.OFFT.CD",NA
2017,"008","AFG","DT.DOD.OFFT.CD",NA
2018,"008","AFG","DT.DOD.OFFT.CD",NA
2019,"008","AFG","DT.DOD.OFFT.CD",NA
2020,"008","AFG","DT.DOD.OFFT.CD",NA
2021,"008","AFG","DT.DOD.OFFT.CD",NA
2022,"008","AFG","DT.DOD.OFFT.CD",NA
2023,"008","AFG","DT.DOD.OFFT.CD",NA
1990,"010","AFG","DT.DOD.OFFT.CD",NA
1991,"010","AFG","DT.DOD.OFFT.CD",NA
1992,"010","AFG","DT.DOD.OFFT.CD",NA
1993,"010","AFG","DT.DOD.OFFT.CD",NA
1994,"010","AFG","DT.DOD.OFFT.CD",NA
1995,"010","AFG","DT.DOD.OFFT.CD",NA
1996,"010","AFG","DT.DOD.OFFT.CD",NA
1997,"010","AFG","DT.DOD.OFFT.CD",NA
1998,"010","AFG","DT.DOD.OFFT.CD",NA
1999,"010","AFG","DT.DOD.OFFT.CD",NA
2000,"010","AFG","DT.DOD.OFFT.CD",NA
2001,"010","AFG","DT.DOD.OFFT.CD",NA
2002,"010","AFG","DT.DOD.OFFT.CD",NA
2003,"010","AFG","DT.DOD.OFFT.CD",NA
2004,"010","AFG","DT.DOD.OFFT.CD",NA
2005,"010","AFG","DT.DOD.OFFT.CD",NA
2006,"010","AFG","DT.DOD.OFFT.CD",NA
2007,"010","AFG","DT.DOD.OFFT.CD",NA
2008,"010","AFG","DT.DOD.OFFT.CD",NA
2009,"010","AFG","DT.DOD.OFFT.CD",NA
2010,"010","AFG","DT.DOD.OFFT.CD",NA
2011,"010","AFG","DT.DOD.OFFT.CD",NA
2012,"010","AFG","DT.DOD.OFFT.CD",NA
2013,"010","AFG","DT.DOD.OFFT.CD",NA
2014,"010","AFG","DT.DOD.OFFT.CD",NA
2015,"010","AFG","DT.DOD.OFFT.CD",NA
2016,"010","AFG","DT.DOD.OFFT.CD",NA
2017,"010","AFG","DT.DOD.OFFT.CD",NA
2018,"010","AFG","DT.DOD.OFFT.CD",NA
2019,"010","AFG","DT.DOD.OFFT.CD",NA
2020,"010","AFG","DT.DOD.OFFT.CD",NA
2021,"010","AFG","DT.DOD.OFFT.CD",NA
2022,"010","AFG","DT.DOD.OFFT.CD",NA
2023,"010","AFG","DT.DOD.OFFT.CD",NA
1990,"011","AFG","DT.DOD.OFFT.CD",NA
1991,"011","AFG","DT.DOD.OFFT.CD",NA
1992,"011","AFG","DT.DOD.OFFT.CD",NA
1993,"011","AFG","DT.DOD.OFFT.CD",NA
1994,"011","AFG","DT.DOD.OFFT.CD",NA
1995,"011","AFG","DT.DOD.OFFT.CD",NA
1996,"011","AFG","DT.DOD.OFFT.CD",NA
1997,"011","AFG","DT.DOD.OFFT.CD",NA
1998,"011","AFG","DT.DOD.OFFT.CD",NA
1999,"011","AFG","DT.DOD.OFFT.CD",NA
2000,"011","AFG","DT.DOD.OFFT.CD",NA
2001,"011","AFG","DT.DOD.OFFT.CD",NA
2002,"011","AFG","DT.DOD.OFFT.CD",NA
2003,"011","AFG","DT.DOD.OFFT.CD",NA
2004,"011","AFG","DT.DOD.OFFT.CD",NA
2005,"011","AFG","DT.DOD.OFFT.CD",NA
2006,"011","AFG","DT.DOD.OFFT.CD",NA
2007,"011","AFG","DT.DOD.OFFT.CD",NA
2008,"011","AFG","DT.DOD.OFFT.CD",NA
2009,"011","AFG","DT.DOD.OFFT.CD",NA
2010,"011","AFG","DT.DOD.OFFT.CD",NA
2011,"011","AFG","DT.DOD.OFFT.CD",NA
2012,"011","AFG","DT.DOD.OFFT.CD",NA
2013,"011","AFG","DT.DOD.OFFT.CD",NA
2014,"011","AFG","DT.DOD.OFFT.CD",NA
2015,"011","AFG","DT.DOD.OFFT.CD",NA
2016,"011","AFG","DT.DOD.OFFT.CD",NA
2017,"011","AFG","DT.DOD.OFFT.CD",NA
2018,"011","AFG","DT.DOD.OFFT.CD",NA
2019,"011","AFG","DT.DOD.OFFT.CD",NA
2020,"011","AFG","DT.DOD.OFFT.CD",NA
2021,"011","AFG","DT.DOD.OFFT.CD",NA
2022,"011","AFG","DT.DOD.OFFT.CD",NA
2023,"011","AFG","DT.DOD.OFFT.CD",NA
1990,"012","AFG","DT.DOD.OFFT.CD",NA
1991,"012","AFG","DT.DOD.OFFT.CD",NA
1992,"012","AFG","DT.DOD.OFFT.CD",NA
1993,"012","AFG","DT.DOD.OFFT.CD",NA
1994,"012","AFG","DT.DOD.OFFT.CD",NA
1995,"012","AFG","DT.DOD.OFFT.CD",NA
1996,"012","AFG","DT.DOD.OFFT.CD",NA
1997,"012","AFG","DT.DOD.OFFT.CD",NA
1998,"012","AFG","DT.DOD.OFFT.CD",NA
1999,"012","AFG","DT.DOD.OFFT.CD",NA
2000,"012","AFG","DT.DOD.OFFT.CD",NA
2001,"012","AFG","DT.DOD.OFFT.CD",NA
2002,"012","AFG","DT.DOD.OFFT.CD",NA
2003,"012","AFG","DT.DOD.OFFT.CD",NA
2004,"012","AFG","DT.DOD.OFFT.CD",NA
2005,"012","AFG","DT.DOD.OFFT.CD",NA
2006,"012","AFG","DT.DOD.OFFT.CD",NA
2007,"012","AFG","DT.DOD.OFFT.CD",NA
2008,"012","AFG","DT.DOD.OFFT.CD",NA
2009,"012","AFG","DT.DOD.OFFT.CD",NA
2010,"012","AFG","DT.DOD.OFFT.CD",NA
2011,"012","AFG","DT.DOD.OFFT.CD",NA
2012,"012","AFG","DT.DOD.OFFT.CD",NA
2013,"012","AFG","DT.DOD.OFFT.CD",NA
2014,"012","AFG","DT.DOD.OFFT.CD",NA
2015,"012","AFG","DT.DOD.OFFT.CD",NA
2016,"012","AFG","DT.DOD.OFFT.CD",NA
2017,"012","AFG","DT.DOD.OFFT.CD",NA
2018,"012","AFG","DT.DOD.OFFT.CD",NA
2019,"012","AFG","DT.DOD.OFFT.CD",NA
2020,"012","AFG","DT.DOD.OFFT.CD",NA
2021,"012","AFG","DT.DOD.OFFT.CD",NA
2022,"012","AFG","DT.DOD.OFFT.CD",NA
2023,"012","AFG","DT.DOD.OFFT.CD",NA
1990,"018","AFG","DT.DOD.OFFT.CD",NA
1991,"018","AFG","DT.DOD.OFFT.CD",NA
1992,"018","AFG","DT.DOD.OFFT.CD",NA
1993,"018","AFG","DT.DOD.OFFT.CD",NA
1994,"018","AFG","DT.DOD.OFFT.CD",NA
1995,"018","AFG","DT.DOD.OFFT.CD",NA
1996,"018","AFG","DT.DOD.OFFT.CD",NA
1997,"018","AFG","DT.DOD.OFFT.CD",NA
1998,"018","AFG","DT.DOD.OFFT.CD",NA
1999,"018","AFG","DT.DOD.OFFT.CD",NA
2000,"018","AFG","DT.DOD.OFFT.CD",NA
2001,"018","AFG","DT.DOD.OFFT.CD",NA
2002,"018","AFG","DT.DOD.OFFT.CD",NA
2003,"018","AFG","DT.DOD.OFFT.CD",NA
2004,"018","AFG","DT.DOD.OFFT.CD",NA
2005,"018","AFG","DT.DOD.OFFT.CD",NA
2006,"018","AFG","DT.DOD.OFFT.CD",NA
2007,"018","AFG","DT.DOD.OFFT.CD",NA
2008,"018","AFG","DT.DOD.OFFT.CD",NA
2009,"018","AFG","DT.DOD.OFFT.CD",NA
2010,"018","AFG","DT.DOD.OFFT.CD",NA
2011,"018","AFG","DT.DOD.OFFT.CD",NA
2012,"018","AFG","DT.DOD.OFFT.CD",NA
2013,"018","AFG","DT.DOD.OFFT.CD",NA
2014,"018","AFG","DT.DOD.OFFT.CD",NA
2015,"018","AFG","DT.DOD.OFFT.CD",NA
2016,"018","AFG","DT.DOD.OFFT.CD",NA
2017,"018","AFG","DT.DOD.OFFT.CD",NA
2018,"018","AFG","DT.DOD.OFFT.CD",NA
2019,"018","AFG","DT.DOD.OFFT.CD",NA
2020,"018","AFG","DT.DOD.OFFT.CD",NA
2021,"018","AFG","DT.DOD.OFFT.CD",NA
2022,"018","AFG","DT.DOD.OFFT.CD",NA
2023,"018","AFG","DT.DOD.OFFT.CD",NA
1990,"021","AFG","DT.DOD.OFFT.CD",NA
1991,"021","AFG","DT.DOD.OFFT.CD",NA
1992,"021","AFG","DT.DOD.OFFT.CD",NA
1993,"021","AFG","DT.DOD.OFFT.CD",NA
1994,"021","AFG","DT.DOD.OFFT.CD",NA
1995,"021","AFG","DT.DOD.OFFT.CD",NA
1996,"021","AFG","DT.DOD.OFFT.CD",NA
1997,"021","AFG","DT.DOD.OFFT.CD",NA
1998,"021","AFG","DT.DOD.OFFT.CD",NA
1999,"021","AFG","DT.DOD.OFFT.CD",NA
2000,"021","AFG","DT.DOD.OFFT.CD",NA
2001,"021","AFG","DT.DOD.OFFT.CD",NA
2002,"021","AFG","DT.DOD.OFFT.CD",NA
2003,"021","AFG","DT.DOD.OFFT.CD",NA
2004,"021","AFG","DT.DOD.OFFT.CD",NA
2005,"021","AFG","DT.DOD.OFFT.CD",NA
2006,"021","AFG","DT.DOD.OFFT.CD",NA
2007,"021","AFG","DT.DOD.OFFT.CD",NA
2008,"021","AFG","DT.DOD.OFFT.CD",NA
2009,"021","AFG","DT.DOD.OFFT.CD",NA
2010,"021","AFG","DT.DOD.OFFT.CD",NA
2011,"021","AFG","DT.DOD.OFFT.CD",NA
2012,"021","AFG","DT.DOD.OFFT.CD",NA
2013,"021","AFG","DT.DOD.OFFT.CD",NA
2014,"021","AFG","DT.DOD.OFFT.CD",NA
2015,"021","AFG","DT.DOD.OFFT.CD",NA
2016,"021","AFG","DT.DOD.OFFT.CD",NA
2017,"021","AFG","DT.DOD.OFFT.CD",NA
2018,"021","AFG","DT.DOD.OFFT.CD",NA
2019,"021","AFG","DT.DOD.OFFT.CD",NA
2020,"021","AFG","DT.DOD.OFFT.CD",NA
2021,"021","AFG","DT.DOD.OFFT.CD",NA
2022,"021","AFG","DT.DOD.OFFT.CD",NA
2023,"021","AFG","DT.DOD.OFFT.CD",NA
1990,"050","AFG","DT.DOD.OFFT.CD",NA
1991,"050","AFG","DT.DOD.OFFT.CD",NA
1992,"050","AFG","DT.DOD.OFFT.CD",NA
1993,"050","AFG","DT.DOD.OFFT.CD",NA
1994,"050","AFG","DT.DOD.OFFT.CD",NA
1995,"050","AFG","DT.DOD.OFFT.CD",NA
1996,"050","AFG","DT.DOD.OFFT.CD",NA
1997,"050","AFG","DT.DOD.OFFT.CD",NA
1998,"050","AFG","DT.DOD.OFFT.CD",NA
1999,"050","AFG","DT.DOD.OFFT.CD",NA
2000,"050","AFG","DT.DOD.OFFT.CD",NA
2001,"050","AFG","DT.DOD.OFFT.CD",NA
2002,"050","AFG","DT.DOD.OFFT.CD",NA
2003,"050","AFG","DT.DOD.OFFT.CD",NA
2004,"050","AFG","DT.DOD.OFFT.CD",NA
2005,"050","AFG","DT.DOD.OFFT.CD",NA
2006,"050","AFG","DT.DOD.OFFT.CD",NA
2007,"050","AFG","DT.DOD.OFFT.CD",NA
2008,"050","AFG","DT.DOD.OFFT.CD",NA
2009,"050","AFG","DT.DOD.OFFT.CD",NA
2010,"050","AFG","DT.DOD.OFFT.CD",NA
2011,"050","AFG","DT.DOD.OFFT.CD",NA
2012,"050","AFG","DT.DOD.OFFT.CD",NA
2013,"050","AFG","DT.DOD.OFFT.CD",NA
2014,"050","AFG","DT.DOD.OFFT.CD",NA
2015,"050","AFG","DT.DOD.OFFT.CD",NA
2016,"050","AFG","DT.DOD.OFFT.CD",NA
2017,"050","AFG","DT.DOD.OFFT.CD",NA
2018,"050","AFG","DT.DOD.OFFT.CD",NA
2019,"050","AFG","DT.DOD.OFFT.CD",NA
2020,"050","AFG","DT.DOD.OFFT.CD",NA
2021,"050","AFG","DT.DOD.OFFT.CD",NA
2022,"050","AFG","DT.DOD.OFFT.CD",NA
2023,"050","AFG","DT.DOD.OFFT.CD",NA
1990,"301","AFG","DT.DOD.OFFT.CD",NA
1991,"301","AFG","DT.DOD.OFFT.CD",NA
1992,"301","AFG","DT.DOD.OFFT.CD",NA
1993,"301","AFG","DT.DOD.OFFT.CD",NA
1994,"301","AFG","DT.DOD.OFFT.CD",NA
1995,"301","AFG","DT.DOD.OFFT.CD",NA
1996,"301","AFG","DT.DOD.OFFT.CD",NA
1997,"301","AFG","DT.DOD.OFFT.CD",NA
1998,"301","AFG","DT.DOD.OFFT.CD",NA
1999,"301","AFG","DT.DOD.OFFT.CD",NA
2000,"301","AFG","DT.DOD.OFFT.CD",NA
2001,"301","AFG","DT.DOD.OFFT.CD",NA
2002,"301","AFG","DT.DOD.OFFT.CD",NA
2003,"301","AFG","DT.DOD.OFFT.CD",NA
2004,"301","AFG","DT.DOD.OFFT.CD",NA
2005,"301","AFG","DT.DOD.OFFT.CD",NA
2006,"301","AFG","DT.DOD.OFFT.CD",NA
2007,"301","AFG","DT.DOD.OFFT.CD",NA
2008,"301","AFG","DT.DOD.OFFT.CD",NA
2009,"301","AFG","DT.DOD.OFFT.CD",NA
2010,"301","AFG","DT.DOD.OFFT.CD",NA
2011,"301","AFG","DT.DOD.OFFT.CD",NA
